代码	名称(800)	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000598	兴蓉环境	1.84	7.21	0.13	7.20	7.21	180325	2643	0.00	          0.61	7.08	7.25	7.08	7.08	     9.92	12980.32	  1.03	水务	四川	2.40	7.20	67219	113106	  0.59	0.00	1102	622	--  	-57.26	          1.26	          0.04	190.56	0.00	   0.00	14688.91	59.83	0.00	0.41	--  	          0.01	--  	1.61	--  	--  	         29.75	        214.48亿	        215.18亿	  3.14	   3024	1	-2.21	0.98	0.14	2.42	-1.90	14.26	30.85	2.27	30.62	0	   12.59亿	          1.43	         90.76亿	          3.88亿	10.67	11.46	0.51	0.70	KDJ死叉	4	14	10	0.00	2.40	0.00	1.69	-0.55	1.84	20241025	19960529	         29.84	--  	--  	471.28	177.90	         13.69	59.35	88.51	122.51	132.43	87.44	44.96	2.77	32.58	5.92	21.27	62.13	34.32	19.48	0.00	19.51	16.69	16.26	16.03	121.14	21.47	5.95	71184.00	         17685	12.75万	9.14	9.17	          1.21	10.02	3.46	2.40	0.550㈢	          5.96	          0.71	          4.06	          0.72	         37.75	   9.14㈢	         44.76	         31.36	         26.87	0.18	4867	000598	--  	--  	--  	
000623	吉林敖东	-0.33	18.12	-0.06	18.11	18.12	109654	989	0.17	          0.92	18.23	18.37	18.03	18.18	    13.06	19930.13	  0.74	中药	吉林	1.87	18.18	59157	50497	  1.17	0.00	154	114	--  	-44.83	          0.83	          0.02	179.21	0.00	   0.00	28282.90	216.39	0.28	0.77	--  	          0.01	--  	1.70	--  	--  	         11.91	        215.82亿	        216.70亿	  0.97	   3532	-2	-3.19	-2.83	-2.47	-2.21	-3.00	43.36	20.96	-1.47	26.36	2	    8.64亿	          1.27	        156.56亿	         -0.72亿	15.21	14.89	0.98	-1.84	均线粘合	10	8	2	0.28	1.05	-0.83	0.00	-1.36	0.50	20241109	19961028	         11.96	--  	--  	328.96	289.99	          2.62	11.05	52.93	20.77	4.53	23.58	12.68	10.07	9.71	0.39	48.51	19.10	11.62	12.22	13.12	12.54	12.19	12.44	12.05	199.11	-0.47	-4.52	72781.00	         11871	21.51万	-2.37	-18.88	          0.75	-462.36	11.35	4.40	1.060㈢	         24.25	          4.06	         16.65	         -0.04	         88.15	   4.29㈢	         39.12	         63.99	         63.81	0.56	5855	000623	--  	--  	--  	
000629	钒钛股份	-0.31	3.21	-0.01	3.21	3.22	1429782	11331	-0.30	          1.55	3.22	3.31	3.19	3.22	   122.13	46265.79	  0.40	其他金属	四川	3.73	3.24	698716	731066	  0.96	0.00	10943	3772	--  	-6.03	          0.93	          0.07	363.72	0.00	   0.00	67401.40	296.56	0.00	0.44	--  	          0.02	--  	0.88	--  	--  	         91.95	        295.17亿	        298.37亿	  0.99	   4364	-4	-4.17	-5.59	-4.47	8.44	9.93	41.41	-3.02	11.46	-2.13	2	   41.55亿	          3.44	        133.36亿	         -0.93亿	80.51	28.30	0.77	-3.31	-- -- 	8	8	13	0.00	2.80	-0.93	0.62	-3.02	0.63	20241209	19961115	         92.95	--  	--  	152.18	123.74	          3.96	16.08	62.05	60.83	3.97	18.40	14.91	9.72	1.81	2.10	52.37	104.74	97.52	2.32	0.61	2.19	1.91	1.83	1.65	-31.25	6.63	-1.61	272200.00	         15263	4.90万	-78.92	-6.12	          2.41	45.00	2.85	0.00	0.020㈢	          1.33	          0.56	         -0.34	          0.07	         81.31	   1.48㈢	          6.89	          2.21	          1.83	3.21	3310	000629	--  	--  	--  	
000636	风华高科	-0.79	15.06	-0.12	15.06	15.07	114167	1347	0.07	          0.99	15.01	15.25	14.94	15.18	    49.22	17164.19	  0.77	被动元件	广东	2.04	15.03	67560	46607	  1.45	0.00	1304	681	--  	-8.39	          0.98	          0.03	202.86	0.00	   0.00	18917.62	252.77	0.07	1.34	--  	          0.02	--  	3.99	--  	--  	         11.57	        174.25亿	        174.25亿	  0.51	   3095	-2	-1.75	-2.47	-0.99	-2.83	-4.62	15.49	5.84	-1.89	10.66	4	    7.42亿	          1.54	        111.70亿	         -1.39亿	53.63	101.24	0.87	-1.50	EXPMA死叉	1	10	2	-1.12	0.46	-1.58	-0.99	-1.25	0.80	20241204	19961129	         11.57	--  	--  	158.94	120.98	          1.46	22.96	75.67	54.88	2.65	29.10	43.37	9.65	12.97	0.18	71.50	35.72	28.69	3.31	0.31	3.14	2.64	2.65	2.76	30.95	3.42	0.66	94867.00	          7818	11.77万	138.17	10.25	          1.44	50.96	4.88	0.33	0.230㈢	         10.46	          6.18	          2.68	          0.30	         76.12	   2.19㈢	         19.68	          9.28	          7.39	1.65	8206	000636	--  	--  	--  	
000683	远兴能源	0.17	5.91	0.01	5.91	5.92	433636	5141	-0.16	          1.32	5.88	5.97	5.86	5.90	     9.18	25600.75	  0.63	纯碱	内蒙	1.86	5.90	226008	207628	  1.09	0.00	1726	2112	--  	-28.97	          1.31	          0.05	303.83	0.00	   0.00	41718.12	275.60	0.34	0.66	--  	          0.02	--  	0.66	--  	--  	         32.83	        194.02亿	        220.99亿	  1.47	   3928	1	-2.96	-1.99	2.25	1.37	2.07	17.73	-0.50	1.89	6.10	0	   24.94亿	          1.74	        147.39亿	          0.37亿	12.91	15.65	0.73	-1.17	KDJ死叉	1	13	1	-0.34	1.19	-0.68	0.00	-1.01	0.85	20241029	19970131	         37.39	--  	--  	346.27	144.35	         49.51	44.01	65.36	187.99	16.12	91.56	29.57	10.29	1.24	11.81	8.03	103.72	59.50	31.32	2.92	31.34	26.96	18.05	17.92	99.26	29.96	-4.23	92994.00	         26818	15.85万	19.84	29.04	          1.53	7.38	2.13	5.07	0.490㈢	          3.86	          0.21	          2.65	          0.80	         41.69	  12.50㈢	         42.63	         30.20	         25.99	1.31	4894	000683	--  	--  	--  	
000703	恒逸石化	-0.65	6.15	-0.04	6.15	6.16	105009	1541	-0.15	          0.29	6.18	6.23	6.13	6.19	    73.24	6469.36	  0.78	涤纶	广西	1.62	6.16	60903	44106	  1.38	0.00	949	337	--  	28.57	          1.04	          0.01	94.77	0.00	   0.00	10594.97	14.71	0.16	0.14	--  	          0.00	--  	0.91	--  	--  	         36.47	        224.31亿	        225.48亿	  0.65	   2447	-2	-2.98	-3.31	-2.07	-1.60	-5.53	10.01	-7.52	-1.12	-7.10	1	   19.02亿	          0.55	        116.98亿	         -1.47亿	49.33	52.12	0.70	-2.07	KDJ死叉	1	13	13	-0.16	0.65	-0.97	-0.48	-1.28	0.33	20241030	19970328	         36.66	--  	--  	1099.30	244.30	         63.86	71.97	385.78	432.56	26.65	577.57	121.43	159.01	63.78	14.89	87.54	948.15	909.79	2.71	2.81	2.60	3.30	2.31	0.21	120.74	4.85	-3.40	43192.00	         44037	27.08万	11.93	-6.61	          0.97	46.53	0.24	1.49	0.070㈢	          6.35	          2.39	          3.29	          0.13	         22.22	   0.95㈢	          4.05	          0.29	          0.35	5.12	15548	000703	--  	--  	--  	
000709	河钢股份	-0.43	2.32	-0.01	2.32	2.33	998871	6546	0.00	          0.97	2.33	2.35	2.29	2.33	    31.63	23143.65	  0.61	板材	河北	2.58	2.32	582665	416206	  1.40	0.00	1877	21943	--  	-9.66	          0.83	          0.05	151.87	0.00	   0.00	28723.72	83.62	0.00	0.29	--  	          0.01	--  	0.26	--  	--  	        103.35	        239.78亿	        239.82亿	  0.87	   3868	-3	-3.32	-4.92	-3.73	1.75	0.44	38.09	9.44	4.50	11.00	1	   37.39亿	          2.67	         86.75亿	         -1.03亿	28.42	22.22	0.65	-2.52	-- -- 	10	12	3	0.00	0.86	-1.72	-0.43	-1.28	1.31	20241031	19970416	        103.37	--  	--  	2716.75	592.41	         93.35	74.76	764.19	1385.78	73.07	1460.28	355.92	209.58	16.34	60.93	219.96	893.46	817.28	4.57	5.02	8.20	6.44	5.69	2.75	158.51	78.69	-38.84	263874.00	         14170	3.29万	-29.34	-6.59	          0.47	3.05	0.27	1.72	0.040㈢	          4.95	          2.13	          1.53	          0.76	         21.81	   0.96㈢	          8.53	          0.51	          0.72	11.66	31256	000709	--  	--  	--  	
000723	美锦能源	-0.79	5.02	-0.04	5.01	5.02	449546	5004	0.20	          1.04	5.05	5.10	4.99	5.06	--  	22650.52	  0.70	焦炭加工	山西	2.17	5.04	261938	187608	  1.40	0.00	1338	461	--  	36.85	          1.28	          0.04	251.20	0.00	   0.00	35825.73	77.48	0.00	0.22	--  	          0.01	--  	0.76	--  	--  	         43.04	        216.06亿	        217.83亿	  0.51	   3779	-3	-1.94	-2.90	-2.34	-0.39	4.37	27.09	-28.70	2.87	-24.62	5	   26.58亿	          1.69	        133.42亿	         -1.74亿	--  	75.97	0.92	-1.57	KDJ死叉	10	2	9	-0.20	0.79	-1.38	-0.40	-1.57	0.60	20241030	19970515	         43.39	--  	--  	435.47	142.99	         18.12	63.00	92.44	208.03	48.26	179.37	44.74	11.43	14.37	9.02	16.77	143.70	137.14	-9.15	-0.16	-9.33	-7.91	-6.55	-6.74	75.46	9.31	8.15	275129.00	          9660	4.85万	-261.26	-3.15	          1.58	23.40	1.52	0.00	-0.150㈢	          3.19	          0.39	          1.74	          0.21	         32.84	  -4.58㈢	          4.57	         -6.36	         -5.50	0.57	8629	000723	--  	--  	--  	
000728	国元证券	-0.58	8.54	-0.05	8.53	8.54	363397	5238	0.00	          0.83	8.60	8.63	8.47	8.59	    17.80	31049.11	  0.54	证券	安徽	1.86	8.54	182666	180731	  1.01	0.00	1221	1449	--  	-29.58	          1.24	          0.04	447.32	0.00	   0.00	67693.96	308.74	0.12	0.46	--  	          0.01	--  	1.30	--  	--  	         43.64	        372.67亿	        372.67亿	  0.72	   3708	-2	-3.27	-1.62	-1.62	-0.11	3.27	34.27	25.41	0.71	27.84	2	   25.61亿	          1.42	        218.67亿	         -2.18亿	18.64	20.07	1.10	-1.61	-- -- 	1	12	8	0.12	0.47	-1.40	-0.58	-1.04	0.83	20241204	19970616	         43.64	--  	--  	1562.25	355.32	          0.17	77.25	0.00	11.43	0.83	0.00	301.44	0.00	0.00	0.04	170.10	50.55	32.29	18.26	12.83	18.28	15.71	15.70	15.61	77.43	88.18	51.70	103568.00	         24723	21.11万	10.07	2.46	          1.05	4.23	7.37	1.75	0.360㈢	          8.14	          3.90	          1.77	          2.02	         22.74	   4.42㈢	         36.13	         36.13	         31.07	--  	4052	000728	--  	--  	--  	
000729	燕京啤酒	-0.45	11.13	-0.05	11.12	11.13	272105	1772	0.27	          1.08	11.17	11.38	11.05	11.18	    18.27	30460.23	  0.74	啤酒	北京	2.95	11.19	150509	121596	  1.24	0.00	17	487	--  	-27.39	          0.89	          0.04	197.22	0.00	   0.00	49267.86	105.22	0.09	0.21	--  	          0.01	--  	0.35	--  	--  	         25.10	        279.32亿	        313.70亿	  0.85	   3993	-2	-0.18	2.86	9.12	7.02	10.09	20.32	20.72	7.23	30.48	0	   11.48亿	          2.37	        127.78亿	         -1.41亿	32.26	48.88	0.55	1.83	-- -- 	8	8	8	-0.09	1.79	-1.16	0.09	-2.20	0.72	20241212	19970716	         28.19	--  	--  	249.32	148.51	         10.61	36.18	151.57	74.21	9.79	88.07	108.18	38.46	1.93	12.03	43.74	128.46	70.53	17.59	0.00	17.65	15.14	12.88	12.61	53.47	32.91	-8.17	58402.00	         19659	21.88万	34.73	3.47	          2.11	9.53	2.44	0.89	0.460㈢	          5.27	          1.55	          1.90	          1.17	         59.57	   8.67㈢	         45.09	         13.70	         11.79	2.17	21405	000729	--  	--  	--  	
000733	振华科技	-4.26	43.55	-1.94	43.55	43.56	155026	858	0.30	          2.80	45.28	45.46	43.25	45.49	    28.08	68187.69	  1.25	军工电子	贵州	4.86	43.98	88628	66398	  1.33	0.00	36	6	--  	-27.06	          0.63	          0.05	373.66	0.00	   0.00	105596.68	275.30	0.00	0.26	--  	          0.02	--  	0.58	--  	--  	          5.54	        241.17亿	        241.34亿	 -2.97	   4354	-2	-1.52	-3.12	-2.07	-5.60	-6.41	28.66	-26.37	-5.85	-24.56	3	    3.84亿	          4.04	        167.32亿	        -10.75亿	19.88	9.40	1.04	-3.16	-- -- 	4	2	11	-0.46	-0.07	-4.92	-3.32	-4.20	0.69	20241026	19970703	          5.54	--  	--  	176.90	144.28	         -0.02	18.45	138.09	18.18	1.49	20.06	26.52	22.86	57.63	0.32	55.77	37.40	18.85	7.48	0.29	7.49	6.45	6.45	5.79	76.10	13.35	0.69	65775.00	          5841	25.44万	-68.69	-37.97	          1.67	18.08	6.45	2.45	1.160㈢	         26.03	         10.06	         13.73	          2.41	         81.56	   4.47㈢	         49.59	         20.01	         17.25	2.64	7309	000733	--  	--  	--  	
000738	航发控制	-1.74	21.52	-0.38	21.52	21.53	86314	530	0.00	          0.66	21.85	21.88	21.32	21.90	    33.75	18588.99	  0.91	航空装备	江苏	2.56	21.54	49591	36723	  1.35	0.00	201	245	--  	30.83	          0.77	          0.02	114.06	0.00	   0.00	25162.82	14.42	0.00	0.06	--  	          0.00	--  	0.43	--  	--  	         13.15	        283.03亿	        283.03亿	 -0.44	   3868	-2	-2.19	-1.56	-0.32	-2.00	-2.40	16.77	11.56	-2.67	9.07	0	    6.59亿	          1.31	        141.83亿	         -5.00亿	37.93	39.64	0.80	-1.82	-- -- 	4	10	11	-0.23	-0.09	-2.65	-1.64	-1.65	0.94	20241213	19970626	         13.15	--  	--  	163.37	122.40	          3.87	22.71	113.96	31.93	7.94	32.03	35.43	14.74	38.06	3.46	66.83	42.10	29.59	7.28	0.02	7.33	6.32	6.29	6.11	40.64	-0.83	-3.61	56327.00	         11700	25.18万	5.48	2.67	          2.31	-339.33	6.72	0.76	0.480㈢	          9.31	          5.08	          3.09	         -0.06	         74.92	   5.14㈢	         29.71	         17.30	         15.02	1.12	7228	000738	--  	--  	--  	
000739	普洛药业	-1.11	16.09	-0.18	16.08	16.09	55179	302	0.31	          0.47	16.38	16.40	15.97	16.27	    16.23	8892.40	  0.75	原料药	浙江	2.64	16.12	36081	19098	  1.89	0.00	1	154	--  	-43.43	          0.77	          0.02	48.59	0.00	   0.00	10777.05	82.06	-0.29	0.76	--  	          0.01	--  	2.22	--  	--  	         11.69	        188.07亿	        188.14亿	  0.19	   2721	-2	-2.22	-3.13	-2.24	-3.24	-0.13	8.35	4.89	-3.19	6.77	2	    5.77亿	          0.96	         92.83亿	         -2.10亿	17.72	18.03	0.67	-1.95	KDJ死叉	1	12	9	0.68	0.80	-1.84	-0.92	-1.89	0.75	20241018	19970509	         11.69	--  	--  	133.39	65.80	          0.08	50.61	87.82	28.67	3.12	64.77	38.93	18.44	17.63	3.75	2.47	92.90	70.39	10.23	-0.08	10.20	8.69	8.70	8.31	50.26	11.66	2.69	41389.00	         13939	22.43万	2.15	9.30	          2.86	16.14	2.03	1.94	0.750㈢	          5.63	          0.21	          4.30	          1.00	         49.33	  13.22㈢	         24.23	         11.01	          9.36	4.67	7208	000739	--  	--  	--  	
000750	国海证券	-2.12	4.62	-0.10	4.62	4.63	1314283	11006	0.00	          2.27	4.70	4.73	4.60	4.72	   120.14	61084.20	  0.66	证券	广西	2.75	4.65	791926	522357	  1.52	0.00	6383	9509	--  	30.46	          0.91	          0.06	508.47	0.00	   0.00	107240.81	313.91	0.00	0.29	--  	          0.02	--  	0.25	--  	--  	         57.96	        267.78亿	        295.04亿	 -0.82	   4359	-2	-2.68	-1.91	-1.70	-1.91	2.44	56.08	27.98	-0.22	32.37	9	   40.14亿	          3.27	        185.43亿	         -6.39亿	253.47	92.19	1.19	-2.12	KDJ死叉	1	12	8	-0.42	0.21	-2.54	-1.48	-2.33	0.43	20241213	19970709	         63.86	--  	--  	638.48	218.11	          7.87	64.61	0.00	9.18	1.95	0.00	228.69	0.00	0.00	0.35	112.26	29.20	26.11	3.09	5.25	3.02	2.49	1.84	1.80	14.71	3.49	28.10	254467.00	         15772	7.29万	-53.04	-3.56	          1.35	84.60	10.10	0.97	0.030㈢	          3.41	          1.76	          0.23	          0.05	         34.16	   0.84㈢	         10.58	         10.58	          8.53	--  	3485	000750	--  	--  	--  	
000778	新兴铸管	-1.00	3.95	-0.04	3.95	3.96	354241	4068	0.00	          0.91	3.98	4.01	3.94	3.99	    24.45	14050.92	  0.57	其他钢材	河北	1.75	3.97	207765	146476	  1.42	0.00	2278	1522	--  	-9.31	          0.81	          0.03	160.69	0.00	   0.00	24911.23	106.35	0.00	0.43	--  	          0.01	--  	1.97	--  	--  	         38.96	        153.90亿	        157.61亿	  0.30	   3046	-3	-2.44	-3.89	-2.95	-1.25	-2.95	27.42	5.61	1.54	5.06	0	   23.71亿	          1.49	         93.65亿	         -1.60亿	21.37	11.79	0.51	-2.23	KDJ死叉	1	8	11	-0.25	0.50	-1.25	-0.50	-1.50	0.25	20241029	19970606	         39.90	--  	--  	547.25	257.17	         29.36	47.64	243.76	210.97	26.69	171.47	62.17	59.03	36.63	16.82	85.10	270.80	255.66	6.06	0.93	5.40	4.25	4.83	2.41	122.83	-17.68	-43.24	127129.00	         18650	7.37万	-55.61	-25.44	          0.61	-8.92	0.58	1.50	0.120㈢	          6.45	          2.13	          3.08	         -0.44	         46.99	   1.88㈢	          5.59	          2.24	          1.57	2.68	14004	000778	--  	--  	--  	
000783	长江证券	-0.71	7.01	-0.05	7.01	7.02	423664	5141	-0.13	          0.77	7.04	7.10	6.98	7.06	    20.28	29746.34	  0.61	证券	湖北	1.70	7.02	246164	177500	  1.39	0.00	1041	3614	--  	14.49	          0.96	          0.03	360.38	0.00	   0.00	49023.52	151.29	0.00	0.31	--  	          0.01	--  	0.54	--  	--  	         55.30	        387.66亿	        387.66亿	  0.59	   3821	-2	-2.08	-1.27	-0.57	-0.71	2.19	42.77	26.99	0.43	33.27	6	   29.36亿	          1.44	        205.80亿	         -2.77亿	21.90	25.22	1.10	-1.27	-- -- 	1	10	12	-0.28	0.57	-1.13	-0.57	-1.27	0.43	20241031	19970731	         55.30	--  	--  	1561.22	378.09	          1.08	75.71	0.00	11.08	0.73	0.00	522.41	0.00	0.00	0.35	112.89	48.04	32.83	15.21	-4.58	15.15	14.35	14.34	14.05	70.54	240.08	103.49	204204.00	         14377	10.08万	19.54	-6.70	          1.16	1.61	8.07	1.70	0.240㈢	          6.02	          2.04	          1.28	          4.34	         24.22	   3.79㈢	         31.65	         31.65	         29.88	--  	6800	000783	--  	--  	--  	
000785	居然智家	9.92	5.21	0.47	5.21	--  	223375	4983	0.00	          0.37	5.21	5.21	5.21	4.74	    33.57	11637.84	  0.09	商业物业经营	湖北	0.00	5.21	187723	35652	  5.27	0.00	420099	0	--  	0.00	          1.49	          0.03	259.61	0.00	   0.00	151832.42	3455.41	0.00	2.28	47.55	          0.33	--  	0.22	1.88	21887.16	         59.59	        310.46亿	        327.57亿	 11.21	   2412	5	9.98	32.91	60.81	68.61	84.10	126.53	55.06	71.95	60.81	7	   19.80亿	          1.13	        103.15亿	         29.55亿	33.82	22.92	0.69	19.77	-- -- 	8	6	6	9.92	9.92	9.92	9.92	0.00	0.00	20241209	19970711	         62.87	--  	--  	518.70	202.98	         10.50	58.84	60.30	21.45	6.58	97.03	23.40	6.22	12.63	5.08	88.93	94.79	66.99	11.16	-0.52	9.91	7.36	7.32	8.16	47.57	18.02	-10.24	37381.00	         52965	27.59万	-36.42	-2.72	          1.61	18.18	3.46	1.30	0.120㈢	          3.23	          1.41	          0.76	          0.29	         39.13	   3.61㈢	         29.33	         11.78	          7.77	0.25	8540	000785	--  	--  	--  	
000818	航锦科技	-1.84	18.65	-0.35	18.65	18.66	99912	1743	-0.20	          1.48	18.88	19.00	18.57	19.00	   233.15	18701.38	  0.79	氯碱	辽宁	2.26	18.72	57361	42551	  1.35	0.00	47	46	--  	19.64	          1.58	          0.07	325.07	0.00	   0.00	21779.63	78.92	0.37	0.36	--  	          0.01	--  	0.44	--  	--  	          6.77	        126.33亿	        126.66亿	 -0.54	   3169	-2	-2.36	-3.01	-2.56	-5.42	-7.21	29.51	-42.72	-4.21	-40.48	4	    4.99亿	          2.00	         93.07亿	         -2.38亿	168.25	100.71	0.97	-2.36	-- -- 	10	2	11	-0.63	0.00	-2.26	-1.47	-1.84	0.43	20241025	19971017	          6.79	--  	--  	97.31	33.67	          4.68	60.59	45.73	21.42	6.01	39.12	14.14	8.17	11.05	0.75	8.61	32.42	27.03	1.17	-0.03	1.19	1.03	0.41	0.34	19.39	-0.57	3.03	42231.00	         11817	22.04万	-55.80	25.24	          3.76	-222.28	3.91	0.26	0.060㈢	          4.96	          1.27	          2.86	         -0.08	         34.60	   1.21㈢	         16.62	          3.60	          3.16	1.72	3288	000818	--  	--  	--  	
000825	太钢不锈	-0.52	3.82	-0.02	3.82	3.83	322443	2923	0.26	          0.57	3.85	3.86	3.79	3.84	--  	12312.48	  0.50	特钢	山西	1.82	3.82	176681	145762	  1.21	0.00	1748	4557	--  	3.43	          1.37	          0.04	111.66	0.00	   0.00	27118.16	140.79	0.00	0.52	--  	          0.02	--  	5.29	--  	--  	         56.96	        217.60亿	        218.00亿	  0.78	   3317	-2	-3.03	-3.29	-1.80	2.96	1.87	28.19	1.06	5.53	2.41	0	   20.90亿	          1.54	         79.83亿	         -1.14亿	--  	--  	0.72	-1.80	KDJ死叉	1	5	11	0.26	0.52	-1.30	-0.52	-1.04	0.79	20241031	19981021	         57.07	--  	--  	688.92	330.36	         23.50	48.64	215.51	389.76	22.47	263.27	87.64	96.04	14.29	25.68	65.58	752.85	744.19	-5.24	1.12	-5.16	-5.47	-5.54	-8.15	176.80	23.69	8.58	156691.00	         13337	5.09万	-87.12	-6.34	          0.66	9.20	0.29	0.00	-0.100㈢	          5.79	          1.15	          3.10	          0.42	         47.95	  -1.68㈢	          1.15	         -0.70	         -0.73	7.40	14012	000825	--  	--  	--  	
000830	鲁西化工	-0.67	11.84	-0.08	11.83	11.84	140215	563	0.08	          0.74	11.90	11.96	11.78	11.92	    10.77	16605.21	  0.48	煤化工	山东	1.51	11.84	80379	59836	  1.34	0.00	639	547	--  	-9.00	          0.55	          0.02	66.66	0.00	   0.00	33922.67	179.57	0.00	0.53	--  	          0.02	--  	1.13	--  	--  	         19.04	        225.38亿	        226.16亿	  0.63	   3714	-2	-1.89	-1.74	-1.34	1.29	-1.50	21.06	19.96	2.69	19.59	0	    9.72亿	          1.44	        115.07亿	         -1.53亿	12.07	27.81	0.69	-1.09	-- -- 	1	2	12	-0.17	0.34	-1.17	-0.67	-1.00	0.51	20241031	19980807	         19.10	--  	--  	358.89	182.59	          1.34	48.75	28.40	185.12	23.83	106.48	5.14	17.16	0.75	6.24	48.60	215.79	181.51	19.41	0.04	19.65	15.76	15.75	15.69	104.48	34.77	1.25	95927.00	         10131	12.00万	210.77	20.27	          1.24	6.50	1.05	1.09	0.830㈢	          9.56	          2.54	          5.47	          1.82	         50.88	   8.62㈢	         15.89	          9.00	          7.30	7.85	12352	000830	--  	--  	--  	
000831	中国稀土	-2.03	29.48	-0.61	29.48	29.49	186406	1864	0.00	          1.76	30.05	30.06	29.40	30.09	--  	55241.62	  0.87	稀土	江西	2.19	29.64	98247	88159	  1.11	0.00	127	404	--  	-4.00	          1.22	          0.07	549.51	0.00	   0.00	74433.79	226.28	0.00	0.30	--  	          0.01	--  	0.94	--  	--  	         10.61	        312.85亿	        312.85亿	 -0.73	   4254	-4	-2.46	-4.81	-4.44	-6.11	-3.21	30.79	8.22	-4.59	6.85	5	    6.58亿	          2.83	        193.85亿	         -6.47亿	--  	76.45	0.92	-3.31	向下突破平台	10	6	2	-0.13	-0.10	-2.29	-1.50	-1.93	0.27	20241115	19980911	         10.61	--  	--  	52.19	45.74	          1.74	9.02	40.78	4.57	0.64	4.00	12.52	18.57	3.00	0.29	18.04	19.53	17.35	-2.50	0.01	-2.51	-1.98	-2.03	-2.14	14.42	-5.95	-6.50	201287.00	          3267	9.63万	-165.14	-45.03	          6.84	-52.60	16.02	0.27	-0.190㈢	          4.31	          1.70	          1.36	         -0.56	         87.64	  -4.44㈢	         11.14	        -12.83	        -10.12	0.36	492	000831	--  	--  	--  	
