代码	名称	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000060	中金岭南	0.59	28.47	18.88	5.16	19.72	0	   24.02亿	          2.88	        122.51亿	          2.99亿	24.33	27.28	0.62	2.41	平台整理	1	8	8	0.00	2.39	-0.20	1.39	-0.78	1.80	20241029	19970123	         37.38	--  	--  	451.54	138.80	         33.79	61.78	179.00	171.98	52.37	122.33	39.25	101.03	7.81	5.83	5.63	456.88	429.95	12.14	0.67	12.11	9.86	7.99	7.73	81.98	9.02	5.69	132866.00	         18080	9.22万	11.66	-13.49	          1.43	21.13	0.42	1.12	0.210㈢	          3.58	          0.15	          2.19	          0.24	         30.74	   5.76㈢	          5.89	          2.66	          2.16	3.36	11553	000060	--  	--  	--  	
000061	农 产 品	12.78	44.96	17.55	0.52	22.17	0	    6.11亿	          1.41	         47.51亿	          0.85亿	27.86	29.18	0.53	0.91	-- -- 	8	8	2	-0.52	1.42	-0.65	0.65	-0.77	1.30	20241209	19970110	         16.97	--  	--  	205.52	62.39	         16.73	61.50	37.09	20.53	13.55	85.83	13.76	8.28	2.68	4.81	27.85	37.30	26.16	6.38	0.77	6.48	4.53	3.13	2.51	13.73	4.74	-1.95	40617.00	         15053	11.70万	7.31	-7.93	          2.11	27.83	3.53	1.42	0.180㈢	          3.68	          1.64	          0.81	          0.28	         30.36	   5.02㈢	         29.88	         17.11	         12.15	0.10	4853	000061	--  	--  	--  	
000062	深圳华强	-24.11	-30.12	139.04	-1.22	139.93	23	    3.12亿	          5.33	         80.91亿	          0.42亿	83.91	58.01	0.80	-0.69	KDJ死叉	5	10	8	-0.50	0.62	-0.89	-0.15	-0.46	1.05	20241030	19970130	         10.46	--  	--  	165.64	71.87	          8.88	51.25	116.08	2.76	1.58	63.71	29.02	22.02	55.60	1.14	6.38	162.80	149.37	3.95	0.15	3.96	3.17	2.66	2.42	49.20	14.92	-3.83	122295.00	          2549	6.62万	-35.14	13.63	          3.78	18.20	1.67	1.74	0.250㈢	          6.87	          0.61	          4.70	          1.43	         43.39	   3.70㈢	          8.25	          2.42	          1.95	0.89	2291	000062	--  	--  	--  	
000063	中兴通讯	-12.10	32.38	22.54	-0.04	20.74	3	   30.68亿	          1.80	        955.82亿	          0.96亿	15.86	15.97	0.96	0.23	-- -- 	10	6	3	0.00	0.48	-0.80	-0.10	-0.42	0.87	20241205	19971118	         47.84	--  	          7.56	1996.94	723.16	          3.20	63.63	1400.03	141.75	75.81	735.02	467.84	406.27	208.40	118.22	274.67	900.45	536.36	85.49	-2.56	85.24	78.47	79.06	68.98	393.54	80.49	-193.45	465076.00	          6598	20.55万	0.83	0.73	          2.06	18.51	1.65	2.19	1.650㈢	         15.12	          5.74	          8.23	          1.68	         36.21	  10.93㈢	         40.43	          9.49	          8.71	186.41	68214	000063	--  	--  	--  	
000065	北方国际	-6.27	27.46	-1.30	-0.93	-4.49	1	    4.45亿	          2.70	         47.31亿	          0.30亿	10.79	11.57	0.80	-0.56	-- -- 	10	2	11	-0.75	1.42	-0.75	0.47	-1.12	1.05	20241031	19980605	         10.02	--  	--  	240.48	90.37	          8.26	58.99	139.95	28.17	14.75	88.83	34.37	17.04	40.42	13.26	18.96	141.22	124.69	8.67	-0.05	8.73	7.90	7.58	7.44	60.59	-4.57	-7.81	39580.00	         11245	11.95万	9.70	-3.48	          1.20	-23.33	0.75	0.87	0.760㈢	          8.88	          1.89	          6.05	         -0.46	         37.58	   8.38㈢	         11.70	          6.14	          5.59	0.50	1944	000065	--  	--  	--  	
000066	中国长城	-21.64	110.50	47.20	0.12	66.41	10	   19.31亿	          6.71	        325.23亿	          3.87亿	--  	--  	0.88	-1.69	KDJ死叉	10	8	3	0.06	1.44	-1.20	0.36	-0.71	1.94	20241101	19970626	         32.26	--  	--  	339.37	120.11	         11.91	61.10	207.46	42.67	7.22	119.68	44.90	77.70	57.95	8.03	45.93	96.06	80.32	-5.83	-1.46	-6.23	-6.55	-6.88	-7.12	31.96	-8.71	1.41	218289.00	          8848	14.90万	17.24	19.27	          4.52	-62.34	5.66	0.00	-0.210㈢	          3.72	          1.42	          0.99	         -0.27	         35.39	  -5.73㈢	         16.38	         -6.07	         -6.82	8.29	14660	000066	--  	--  	--  	
000068	华控赛格	2.00	41.18	13.33	8.80	15.25	12	    5.63亿	          6.64	         22.98亿	          1.31亿	20.28	6.08	0.83	1.75	KDJ死叉	10	12	14	-0.51	3.54	-1.01	2.28	-0.24	4.35	20241204	19970611	         10.07	--  	--  	38.23	6.24	          3.54	74.40	12.75	0.62	0.87	17.42	0.54	0.87	4.19	0.31	11.93	5.38	5.24	-0.80	-0.00	-0.80	-0.81	-0.75	-0.76	-17.33	0.51	-2.51	48648.00	         11578	4.72万	-119.62	-11.39	          6.58	81.11	7.64	0.00	-0.070㈢	          0.62	          1.19	         -1.72	          0.05	         16.33	 -12.03㈢	          2.63	        -14.90	        -15.02	0.05	383	000068	--  	--  	--  	
000069	华侨城Ａ	3.99	65.61	-4.86	2.62	0.64	4	   35.07亿	          4.45	        109.76亿	          7.23亿	--  	--  	0.94	2.29	-- -- 	1	8	9	0.00	4.61	-0.66	2.63	-1.57	3.64	20241031	19970910	         80.38	--  	--  	3456.83	597.34	        225.36	76.20	2530.77	223.41	114.33	1650.76	314.33	1629.70	14.09	427.56	45.59	293.30	255.53	-25.11	-3.41	-25.24	-30.40	-23.51	-25.15	411.23	16.67	-87.30	121948.00	         28755	9.00万	29.76	-7.65	          0.44	15.09	0.86	0.00	-0.310㈢	          7.05	          0.57	          5.12	          0.21	         17.28	  -3.94㈢	         12.88	         -8.56	        -10.36	--  	19209	000069	--  	--  	--  	
000078	海王生物	1.32	38.28	-0.00	6.23	-2.23	2	   14.10亿	          3.38	         43.29亿	          2.10亿	--  	--  	0.79	1.66	KDJ死叉	12	8	11	-0.33	3.34	-0.67	2.01	-0.65	3.37	20241031	19981218	         26.31	--  	--  	313.19	30.36	         11.55	86.62	278.47	9.91	3.69	266.91	32.59	35.92	168.68	4.38	20.75	245.53	221.22	2.67	-0.05	2.69	1.26	0.46	0.20	-16.84	0.51	-3.38	131564.00	         10717	3.29万	-47.77	-14.27	          2.66	159.42	0.33	0.00	0.020㈢	          1.15	          0.79	         -0.64	          0.02	          9.69	   1.52㈢	          9.90	          1.09	          0.51	0.32	9093	000078	--  	--  	--  	
000088	盐 田 港	0.40	17.28	3.88	-0.78	8.30	0	    7.31亿	          1.65	         37.22亿	          2.08亿	22.59	23.69	0.55	0.20	KDJ死叉	14	12	2	-0.20	0.99	-0.40	0.59	-0.20	1.19	20241115	19970728	         51.99	--  	--  	227.51	134.92	         15.26	33.99	49.17	53.37	14.85	28.77	43.79	0.11	0.92	0.01	25.10	6.13	4.60	10.73	9.72	10.74	10.31	10.04	10.03	56.53	3.32	6.68	55833.00	         13099	6.67万	5.70	-9.52	          1.62	79.72	43.16	2.97	0.230㈢	          3.15	          0.48	          1.09	          0.06	         59.30	   7.44㈢	         24.93	        175.03	        168.10	0.03	899	000088	--  	--  	--  	
000089	深圳机场	0.14	18.55	9.31	1.56	13.11	0	    8.82亿	          1.28	         63.18亿	          0.21亿	26.20	36.96	0.48	0.00	KDJ死叉	10	6	9	-0.14	0.98	-0.28	0.28	-0.83	0.42	20241025	19980420	         20.51	--  	--  	244.83	112.36	          0.04	54.09	48.07	109.32	3.88	29.02	16.09	0.07	9.35	0.47	27.87	34.65	27.37	4.10	0.97	4.08	3.27	3.27	2.48	53.46	16.05	9.76	69527.00	         12692	9.09万	99.38	13.92	          1.31	9.15	4.24	1.40	0.160㈢	          5.48	          1.36	          2.61	          0.78	         45.89	   2.91㈢	         21.02	         11.83	          9.43	--  	5217	000089	--  	--  	--  	
000090	天健集团	3.87	36.82	-3.39	3.16	5.06	0	   11.29亿	          3.73	         51.60亿	          1.68亿	10.22	5.52	0.69	1.56	KDJ死叉	12	6	11	0.00	2.23	-0.45	1.79	-0.22	2.47	20241025	19990721	         18.69	--  	--  	688.01	143.97	          4.95	78.35	579.72	3.80	13.52	432.46	93.57	274.90	32.28	148.30	15.64	92.39	77.40	4.50	0.21	4.51	2.78	3.28	3.02	65.68	0.47	-13.85	46733.00	         24158	11.04万	-68.01	-47.61	          0.76	183.31	0.92	5.58	0.160㈢	          5.99	          0.84	          3.51	          0.02	         20.93	   2.28㈢	         16.23	          4.87	          3.01	3.95	13379	000090	--  	--  	--  	
000096	广聚能源	-2.85	48.06	14.76	0.64	9.19	0	    2.35亿	          3.07	         29.58亿	         -0.11亿	70.25	75.59	0.65	-0.55	KDJ死叉	12	8	8	-0.87	0.48	-1.35	-0.48	-0.63	1.20	20241030	20000724	          5.28	--  	--  	29.52	27.57	          0.06	6.43	11.74	0.37	0.48	1.14	7.77	0.49	0.57	0.25	3.62	15.35	14.02	0.88	0.17	0.88	0.69	0.67	0.63	12.83	-0.03	-2.14	20936.00	         11212	14.13万	11.14	-19.34	          2.41	-2171.85	4.33	0.44	0.130㈢	          5.22	          0.69	          2.43	         -0.01	         93.39	   2.43㈢	          8.65	          5.72	          4.49	--  	325	000096	--  	--  	--  	
000099	中信海直	-8.21	84.31	256.68	-3.27	215.36	20	    4.76亿	          9.42	        130.93亿	          3.03亿	87.76	87.95	0.99	1.63	-- -- 	10	6	8	-0.96	2.47	-1.51	0.55	-1.01	3.00	20241030	20000731	          7.76	--  	--  	65.64	52.33	          1.23	18.40	30.05	24.22	0.85	5.76	13.93	3.25	9.62	0.36	19.45	14.97	11.74	2.56	-0.02	2.56	1.91	1.95	1.93	21.38	5.14	1.59	130657.00	          3644	10.02万	0.26	6.30	          4.08	41.48	14.25	0.30	0.250㈢	          6.75	          2.51	          2.76	          0.66	         79.72	   3.72㈢	         21.59	         17.11	         12.74	0.02	1070	000099	--  	--  	--  	
000100	TCL科技	0.00	35.09	25.18	9.40	21.33	3	  175.07亿	          6.32	        896.34亿	         39.44亿	43.31	41.63	0.82	6.22	-- -- 	10	6	6	0.20	4.48	-0.61	3.26	-0.19	4.92	20241030	20040130	        187.79	--  	--  	3937.95	530.15	        835.98	65.31	1158.38	1649.49	182.23	1142.42	248.16	213.57	234.83	23.46	104.69	1230.29	1082.87	-17.40	8.79	-16.04	-18.29	15.25	7.29	215.66	220.01	22.93	596865.00	         29331	15.02万	-5.34	-7.57	          1.81	4.37	0.78	1.63	0.080㈢	          2.82	          0.56	          1.15	          1.17	         13.46	   2.88㈢	         11.98	         -1.41	         -1.49	65.76	75217	000100	--  	--  	--  	
000151	中成股份	4.51	69.49	40.81	2.78	53.49	10	    1.78亿	         12.39	         31.00亿	          2.94亿	--  	--  	0.65	5.91	KDJ金叉	12	8	2	-0.42	6.23	-0.42	3.03	-0.91	5.71	20241205	20000906	          3.37	--  	--  	27.16	5.33	          0.88	77.13	22.03	0.76	0.32	20.00	10.86	1.48	3.07	2.89	9.93	9.15	9.19	-2.41	0.00	-2.41	-2.44	-1.43	-1.44	-9.51	0.57	-1.96	32160.00	          5544	9.64万	-1095.67	-59.35	         11.01	102.90	6.41	0.00	-0.420㈢	          1.58	          2.94	         -2.82	          0.17	         19.63	 -26.79㈢	         -0.45	        -26.31	        -26.67	0.40	944	000151	--  	--  	--  	
000153	丰原药业	3.67	30.63	-1.59	3.04	2.88	1	    3.41亿	          2.06	         23.09亿	          0.23亿	19.06	19.64	0.74	0.59	KDJ死叉	12	6	3	-0.15	0.89	-0.45	0.45	-0.15	1.19	20241203	20000920	          4.65	--  	--  	46.64	19.97	          0.25	56.65	20.15	8.98	2.36	21.59	2.41	5.79	10.22	0.57	4.51	32.61	25.26	1.83	0.10	1.86	1.45	1.47	1.18	9.86	0.68	-0.81	37397.00	          9108	6.18万	3.40	1.16	          1.58	46.04	0.97	1.59	0.320㈢	          4.30	          0.97	          2.12	          0.15	         42.81	   7.38㈢	         22.55	          5.62	          4.45	0.40	4670	000153	--  	--  	--  	
000155	川能动力	-0.33	35.25	-3.25	12.03	-7.09	4	    7.72亿	          3.19	         94.16亿	          0.37亿	26.05	28.20	0.89	-0.73	-- -- 	8	8	11	-0.33	0.66	-0.57	0.08	-0.49	0.74	20241206	20000926	         18.46	--  	--  	251.24	101.83	         23.22	50.23	96.38	79.64	45.57	45.83	55.91	2.74	22.63	0.10	70.83	22.77	10.49	7.47	-0.00	7.43	6.46	6.30	6.15	10.06	12.39	20.27	117134.00	          6589	8.04万	11.69	-7.02	          2.21	18.18	9.89	1.31	0.390㈢	          5.52	          3.84	          0.54	          0.67	         40.53	   6.18㈢	         53.94	         32.81	         28.36	0.16	2024	000155	--  	--  	--  	
000156	华数传媒	2.56	29.35	2.83	5.53	12.17	1	    8.91亿	          2.85	         71.47亿	          4.63亿	28.24	20.90	0.83	2.56	-- -- 	10	12	14	0.13	3.86	0.13	2.45	-0.62	3.08	20241031	20000906	         18.53	--  	--  	283.67	147.56	          3.84	46.63	112.06	94.60	5.68	99.22	57.73	11.65	20.66	30.73	89.13	63.48	43.28	3.84	0.47	4.01	3.52	3.52	2.68	33.92	4.44	-1.37	36997.00	         24088	19.32万	-33.76	-4.79	          1.01	33.47	2.34	2.83	0.190㈢	          7.96	          4.81	          1.83	          0.24	         52.02	   2.38㈢	         31.82	          6.06	          5.54	4.48	11943	000156	--  	--  	--  	
000157	中联重科	-1.65	23.15	19.27	2.87	15.62	0	   51.32亿	          1.02	        368.48亿	          1.74亿	16.39	17.72	0.67	1.41	MACD金叉	10	2	12	0.00	1.12	-0.56	0.28	-0.83	0.84	20241203	20001012	         86.78	--  	         15.82	1286.66	571.13	         30.41	53.25	775.98	111.78	51.61	480.35	140.51	224.24	265.42	19.33	194.13	343.86	246.30	38.50	0.04	38.92	34.92	31.39	21.90	260.96	12.08	-9.28	236841.00	         21668	15.56万	9.95	-3.18	          1.09	51.59	1.81	4.47	0.380㈢	          6.58	          2.24	          3.01	          0.14	         44.39	   5.50㈢	         28.37	         11.20	         10.16	18.57	30563	000157	--  	--  	--  	
000158	常山北明	-17.37	251.05	177.18	-4.71	188.74	21	   10.13亿	          9.24	        252.06亿	          0.64亿	--  	--  	0.18	-0.20	空头排列	1	12	12	-1.41	1.21	-2.01	-0.72	-1.03	2.22	20241205	20000724	         15.99	--  	--  	165.74	55.69	         -0.49	66.70	108.86	14.74	8.10	95.29	12.18	41.01	29.05	16.40	26.67	49.10	44.13	-3.22	-0.04	-3.16	-3.04	-2.85	-3.96	10.62	-15.38	-21.37	508049.00	          1993	4.96万	-118.43	5.60	          7.15	-25.87	8.10	0.00	-0.180㈢	          3.48	          1.67	          0.66	         -0.96	         33.60	  -5.11㈢	         10.14	         -6.56	         -6.20	1.64	3905	000158	--  	--  	--  	
000159	国际实业	-3.86	28.92	24.11	7.54	22.95	2	    3.71亿	          8.93	         29.60亿	          0.05亿	--  	47.41	0.79	2.70	-- -- 	8	8	2	-1.00	2.13	-4.39	-2.13	-1.97	4.72	20241202	20000926	          4.81	--  	--  	35.55	20.08	         -0.00	43.51	20.78	3.96	0.53	14.06	3.78	3.08	5.97	1.15	2.22	24.33	22.67	-4.41	-5.43	-4.42	-4.52	-4.52	0.42	11.34	-0.47	0.20	35174.00	         10547	8.42万	-883.59	-43.54	          1.91	-81.44	1.58	0.00	-0.940㈢	          4.18	          0.46	          2.36	         -0.10	         56.49	 -22.51㈢	          6.80	        -18.13	        -18.59	0.18	534	000159	--  	--  	--  	
000166	申万宏源	-3.16	26.67	23.54	2.80	25.79	2	   97.22亿	          0.88	        535.69亿	          7.51亿	33.40	29.79	1.03	0.55	-- -- 	1	8	8	-0.18	1.09	-0.36	0.55	-0.54	0.92	20241031	20150126	        250.40	--  	         25.04	6721.71	1030.93	        284.48	80.43	0.00	11.25	3.53	0.00	1651.50	0.00	0.00	0.71	192.72	174.56	120.28	54.28	20.17	54.12	47.11	38.50	37.40	344.23	644.90	580.71	242069.00	         40163	22.13万	-11.44	7.21	          1.34	2.14	7.90	1.23	0.150㈢	          4.12	          0.77	          1.37	          2.58	         15.34	   3.73㈢	         31.09	         31.09	         26.99	--  	11597	000166	--  	--  	--  	
000301	东方盛虹	7.57	26.09	1.28	-0.21	0.21	1	   23.94亿	          0.73	        227.91亿	          5.29亿	--  	87.04	0.69	0.74	KDJ死叉	10	2	11	-0.42	0.95	-0.95	0.32	-0.10	1.82	20241031	20000529	         66.11	--  	--  	2080.27	332.93	          1.59	83.92	441.61	1248.37	48.94	924.73	144.26	234.98	22.95	30.33	177.42	1083.01	990.05	-20.23	1.15	-22.93	-14.45	-14.19	-13.94	43.42	33.54	51.70	97567.00	         24537	23.36万	-155.96	4.46	          1.94	18.77	0.58	1.06	-0.210㈢	          4.90	          2.68	          0.66	          0.51	         16.00	  -4.26㈢	          8.58	         -1.87	         -1.33	6.89	30904	000301	--  	--  	--  	
000333	美的集团	2.32	22.93	58.64	7.09	45.46	0	   47.09亿	          0.71	       3536.75亿	         95.26亿	14.81	16.56	0.46	2.41	平台整理	1	12	12	-0.19	2.02	-0.33	1.45	-0.31	2.04	20241106	20130918	         75.61	--  	          5.66	5671.50	2088.88	        114.08	61.16	3619.93	326.50	176.65	3220.40	1608.79	427.74	369.24	375.10	495.34	3189.75	2336.30	381.74	7.86	383.98	321.51	316.99	303.77	1468.45	602.64	-103.40	271449.00	         17349	130.29万	14.37	9.57	          2.75	9.42	1.78	3.72	4.580㈢	         27.31	          6.55	         19.42	          7.97	         36.83	  15.18㈢	         26.76	         11.97	         10.08	114.01	198613	000333	--  	--  	--  	
000338	潍柴动力	-1.72	15.67	3.09	1.79	5.24	1	   48.93亿	          0.93	        668.32亿	          6.98亿	10.86	13.15	0.75	0.59	平台整理	1	2	1	0.00	0.81	-0.29	0.44	-0.22	0.89	20241031	20070430	         87.27	--  	         19.43	3438.10	864.07	        348.46	64.73	1860.32	465.56	224.67	1515.61	647.73	346.97	342.53	125.44	111.70	1619.54	1265.47	125.53	4.29	125.59	103.42	84.01	77.10	610.31	135.16	-246.65	254416.00	         19230	26.27万	29.23	0.98	          1.38	8.82	0.74	4.89	0.970㈢	          9.90	          1.28	          6.99	          1.55	         25.13	   9.72㈢	         21.86	          7.75	          6.39	62.06	47623	000338	--  	--  	--  	
000400	许继电气	-10.74	-5.52	38.22	6.24	27.60	1	    6.22亿	          2.86	        170.50亿	          3.46亿	25.31	27.43	0.37	1.11	-- -- 	9	9	10	0.07	2.70	0.07	1.63	-1.40	1.18	20241209	19970418	         10.19	--  	--  	235.78	113.40	         11.14	47.18	191.53	17.10	7.33	107.94	53.46	33.77	70.24	18.87	6.31	95.86	74.83	11.06	0.07	11.23	10.23	8.95	8.64	92.14	7.96	3.51	70900.00	          8773	24.05万	10.41	-11.49	          2.46	35.09	2.91	2.09	0.880㈢	         11.13	          0.62	          9.04	          0.78	         48.09	   7.89㈢	         21.94	         11.54	         10.67	4.45	5661	000400	--  	--  	--  	
000401	冀东水泥	4.98	39.18	-10.28	6.82	-4.39	0	    9.77亿	          2.05	         59.68亿	          5.05亿	--  	--  	0.64	3.21	-- -- 	12	12	2	-0.17	3.55	-0.17	2.03	-0.33	3.38	20241030	19960614	         26.58	--  	--  	604.37	283.57	         17.58	50.17	158.27	310.48	65.96	154.64	70.15	34.69	21.97	8.29	170.73	185.57	151.93	-2.57	0.88	-2.13	-4.11	-2.97	-4.90	75.03	17.62	7.31	85556.00	         11417	6.98万	3.84	-16.95	          0.58	9.22	0.88	0.00	-0.110㈢	         10.56	          6.42	          2.82	          0.66	         46.92	  -1.05㈢	         18.13	         -1.38	         -2.21	1.31	22102	000401	--  	--  	--  	
000402	金 融 街	1.98	93.43	7.57	3.00	13.50	9	   14.21亿	         11.37	         58.53亿	          0.90亿	--  	--  	1.01	1.98	KDJ死叉	12	12	11	-1.71	2.44	-2.44	0.49	-1.67	3.26	20241107	19960626	         29.89	--  	--  	1334.40	333.52	         30.59	72.71	826.84	23.61	3.93	259.94	103.44	613.68	5.09	74.87	69.68	116.87	110.18	-27.68	0.99	-28.08	-27.49	-26.15	-25.97	211.52	25.65	-33.33	82866.00	         17143	7.06万	-95.37	42.51	          0.37	4.80	1.05	0.00	-0.870㈢	         11.16	          2.33	          7.08	          0.86	         24.99	  -7.84㈢	          5.72	        -23.69	        -23.52	--  	2284	000402	--  	--  	--  	
000403	派林生物	-6.33	-9.67	-24.07	0.70	-19.49	1	    4.38亿	          1.34	         95.28亿	          0.07亿	19.20	25.99	0.73	-0.18	-- -- 	13	13	13	-0.28	0.23	-0.64	-0.18	-0.18	0.69	20241205	19960628	          7.31	--  	--  	90.53	78.32	         -0.07	13.57	35.42	13.74	2.04	8.71	7.54	11.39	5.71	0.10	47.96	18.90	9.35	6.39	0.29	6.20	5.43	5.43	4.98	22.09	2.28	-6.75	25456.00	         17192	37.43万	66.38	37.49	          2.04	69.95	8.42	1.61	0.740㈢	         10.68	          6.56	          3.02	          0.31	         86.51	   6.93㈢	         50.52	         33.79	         28.71	0.46	2426	000403	--  	--  	--  	
000404	长虹华意	-1.16	27.98	34.03	6.86	35.46	1	    4.80亿	          2.90	         36.67亿	          1.18亿	11.23	14.36	0.57	1.60	-- -- 	12	10	8	-0.67	2.41	-0.67	1.61	-0.13	2.96	20241023	19960619	          6.96	--  	--  	142.72	39.96	         12.88	62.98	105.18	14.77	1.97	86.10	44.97	13.85	25.93	0.41	15.85	96.87	84.47	5.96	0.65	6.00	5.21	3.76	3.46	15.90	8.58	-1.71	32770.00	         14647	11.19万	36.68	-9.69	          1.33	6.20	0.55	3.35	0.540㈢	          5.74	          2.28	          2.28	          1.23	         28.00	   9.41㈢	         12.80	          6.16	          5.38	3.11	7797	000404	--  	--  	--  	
000407	胜利股份	12.27	39.92	2.74	8.70	5.34	0	    6.08亿	          4.71	         22.82亿	          0.97亿	19.88	20.88	0.67	2.74	KDJ死叉	8	8	2	0.27	3.30	-0.27	1.92	-0.27	3.31	20241025	19960703	          8.80	--  	--  	66.46	29.50	          3.50	50.35	21.39	19.56	1.23	27.71	7.65	4.22	4.16	4.73	9.54	32.05	27.00	1.66	0.17	1.71	1.26	1.10	0.99	8.48	-0.65	-1.42	45256.00	         13444	5.04万	7.62	-1.69	          1.12	-50.61	1.03	1.51	0.120㈢	          3.35	          1.08	          0.96	         -0.07	         44.38	   3.72㈢	         15.74	          5.17	          3.94	0.26	2063	000407	--  	--  	--  	
